 H V C R G B
1442 10Y 3.0 4 78.16893889358586 73.40368582706614 32.15859027314302
1445 2.5GY 3.0 2 73.24486980718905 73.43730176793353 57.604924924332835
1446 2.5GY 3.0 4 72.2006693712667 75.0928061338368 34.78939398832595
1447 2.5GY 3.0 6 71.04189660634589 76.25660217080058 2.1959828451839316
1450 5GY 3.0 2 70.64564152393793 74.02855606941446 59.662093356134186
1451 5GY 3.0 4 66.17435703703363 76.46844433742 39.86825393384636
1452 5GY 3.0 6 61.766733477117484 78.3537992628059 15.002389661192945
1456 7.5GY 3.0 2 66.97154051815843 74.73156460927325 63.29431398621365
1457 7.5GY 3.0 4 58.19166194566734 77.91495467058655 47.376200841339156
1458 7.5GY 3.0 6 48.875391790345915 80.48173867487232 29.714567923301054
1459 7.5GY 3.0 8 36.69105676012732 82.82384959866806 1.3991437053000042
1463 10GY 3.0 2 64.50723981636673 75.1400066779481 65.88886533840729
1464 10GY 3.0 4 51.82221094697864 78.77467797467067 53.90058706539231
1465 10GY 3.0 6 36.523130460457004 81.78831403330877 41.415822561913835
1466 10GY 3.0 8 9.706437873072217 84.42332519369488 27.41572310878941
1475 2.5G 3.0 2 62.22956563534737 75.44401023246506 68.71223264615027
1476 2.5G 3.0 4 44.7450279716907 79.47479215128845 61.04794345806338
1477 2.5G 3.0 6 17.40620588686898 82.8301029693837 54.04516986051215
1487 5G 3.0 2 60.5735809313768 75.63404857989642 70.85353331493481
1488 5G 3.0 4 40.00947933307702 79.83036518507349 65.41202119024904
1499 7.5G 3.0 2 59.457441780330335 75.73347607223405 72.48169163528978
1500 7.5G 3.0 4 36.147407097000155 80.0441750258477 68.92507804763528
1511 10G 3.0 2 58.37253184709415 75.8008210354746 74.26875100685537
1512 10G 3.0 4 32.04875055401613 80.17873044605541 72.8361073519177
1523 2.5BG 3.0 2 57.56889396841711 75.76788574006066 76.34672628301652
1524 2.5BG 3.0 4 28.274104513781808 80.15719697713124 77.23329592068848
1535 5BG 3.0 2 56.36918585097113 75.7605341325298 78.88830815656054
1536 5BG 3.0 4 24.183348593168393 79.98256949401403 82.64299662356078
1546 7.5BG 3.0 2 55.71947822360235 75.65452661258796 81.13876733373596
1547 7.5BG 3.0 4 21.1220415083871 79.71615817954054 87.33654256396356
1556 10BG 3.0 2 55.21873310274677 75.51465662327527 83.32650951355124
1557 10BG 3.0 4 20.59696108114281 79.22094287727536 91.91858631198221
1565 2.5B 3.0 2 55.534069747894776 75.21915255517344 85.31741769305242
1566 2.5B 3.0 4 21.367682345224104 78.64055677724676 96.10757579523595
1573 5B 3.0 2 56.035637373181835 74.89393482454952 87.15769777412169
1574 5B 3.0 4 26.072973285924633 77.78514945409418 99.54751297707361
1581 7.5B 3.0 2 57.721417048337955 74.31217414761161 88.90642455849373
1582 7.5B 3.0 4 33.57780266989891 76.6099293385754 102.23373452763794
1589 10B 3.0 2 60.16578922319839 73.57466482482403 90.30983216946764
1590 10B 3.0 4 41.40576524381145 75.29059946055409 103.96498094767844
1598 2.5PB 3.0 2 63.26999097350891 72.69217474564684 91.26143583167028
1599 2.5PB 3.0 4 49.77285652533949 73.65033209245088 105.33824612570932
1600 2.5PB 3.0 6 28.92978968190319 74.4874652444064 118.80054104094317
1609 5PB 3.0 2 66.79424670772626 71.68233646780631 91.87197868881282
1610 5PB 3.0 4 57.69651753031159 71.87726326944178 106.01387840196458
1611 5PB 3.0 6 44.85867271365687 72.08366958045602 119.74887487079603
1612 5PB 3.0 8 25.77793972875651 72.14480087134012 132.51290839373917
1634 7.5PB 3.0 2 71.30332242059565 70.35279539421474 92.10743609422695
1635 7.5PB 3.0 4 67.69348871476615 69.25498100651718 106.19243376283326
1636 7.5PB 3.0 6 63.88412449846642 67.86559495446808 119.58952395815129
1637 7.5PB 3.0 8 60.144839879555825 66.20731387764248 131.94137760826044
1638 7.5PB 3.0 10 55.63471705709856 64.11735183170092 144.8557255947725
1639 7.5PB 3.0 12 52.583254360264256 61.325898353418886 156.9363084406177
1640 7.5PB 3.0 14 51.00042664916824 57.36094546931668 169.5230043441463
1641 7.5PB 3.0 16 50.77227473118547 52.227445503329655 181.96329294279482
1642 7.5PB 3.0 18 52.06712045018882 46.65913839133548 192.14886856805086
1643 7.5PB 3.0 20 53.378399446024474 40.38032898570558 201.4774465115152
1644 7.5PB 3.0 22 56.0193644663595 29.997428139651234 212.53141185049537
1645 7.5PB 3.0 24 59.02607415481421 13.065857636603832 223.04048916912217
1659 10PB 3.0 2 75.23658012552303 69.14377268920296 91.89672015869155
1660 10PB 3.0 4 75.89736028771019 66.89579957569522 104.81054619246659
1661 10PB 3.0 6 76.8770545953865 64.27751827349024 116.78939987774099
1662 10PB 3.0 8 78.13222185921323 61.16704234761038 128.41983925700646
1663 10PB 3.0 10 79.79090259743953 57.19325778991828 140.506684792885
1664 10PB 3.0 12 81.75423366671147 53.079136407528786 150.36973201053362
1665 10PB 3.0 14 84.79731223461143 47.052302373377024 161.50758480061282
1666 10PB 3.0 16 88.24363220425874 39.36136781540442 172.26298913993372
1667 10PB 3.0 18 91.75469632838173 30.215515345399474 181.2865350262544
1668 10PB 3.0 20 95.38683355976298 15.346852620347816 190.6217567730599
1684 2.5P 3.0 2 78.48154136904408 68.19283005922233 90.83860765744834
1685 2.5P 3.0 4 82.05981936583179 64.99691693478947 102.71235548769131
1686 2.5P 3.0 6 85.7222415021764 61.432353701246136 113.39415130136432
1687 2.5P 3.0 8 89.93754698885998 57.11774390783231 123.46808786693573
1688 2.5P 3.0 10 94.6579122443585 51.559928637433295 133.91109961669713
1689 2.5P 3.0 12 98.96862331799693 45.52980249110433 142.958071802544
1690 2.5P 3.0 14 103.90901230406448 36.814146216631016 153.03354099513226
1691 2.5P 3.0 16 108.70992626441944 24.9657385095372 162.41950075446098
1692 2.5P 3.0 18 113.36352793314116 3.347840916691018 171.0626391473794
1707 5P 3.0 2 81.28372471138091 67.37448724499244 89.48253478491571
1708 5P 3.0 4 87.15099827799892 63.397432175614135 99.86903711276601
1709 5P 3.0 6 92.50021241998161 59.12409235195638 109.19867877386912
1710 5P 3.0 8 98.12407847218688 53.85454074678187 118.58155455253788
1711 5P 3.0 10 103.97950117231531 47.154466653246175 128.17146824973105
1712 5P 3.0 12 109.90949174093701 38.711472404418906 137.096261512805
1713 5P 3.0 14 115.41884266686293 27.622597122196364 145.64331130387083
1714 5P 3.0 16 121.01286778661456 6.846714431509526 154.07954305615314
1728 7.5P 3.0 2 84.06868485689223 66.6089689744776 87.37843863378015
1729 7.5P 3.0 4 91.53962442919217 62.01832416843275 96.3704692022078
1730 7.5P 3.0 6 98.38697582657136 56.93759711147945 104.61130728702899
1731 7.5P 3.0 8 105.46395569735456 50.426402069335744 113.38817593770824
1732 7.5P 3.0 10 112.06224401755875 42.735750381980225 121.50315408684003
1733 7.5P 3.0 12 119.06575543304704 31.56009908068903 130.09307492695046
1734 7.5P 3.0 14 125.64471287203381 13.832148396580635 137.8988273547023
1747 10P 3.0 2 86.05974200877624 66.13087316969741 85.08789685650042
1748 10P 3.0 4 95.20807833590341 60.84787320162249 92.6977564826719
1749 10P 3.0 6 103.10790002448262 55.14768453887213 99.68009513494334
1750 10P 3.0 8 111.48043594678497 47.495694535938384 107.24262061862966
1751 10P 3.0 10 119.19663107658106 38.03244159584075 114.4918023430523
1752 10P 3.0 12 127.20090828589834 23.07917584795316 122.0708792815194
1764 2.5RP 3.0 2 88.14617776333219 65.68016983937143 82.005688473606
1765 2.5RP 3.0 4 99.03298055717926 59.70329895733766 87.42427407250138
1766 2.5RP 3.0 6 108.31435022328067 53.16293670941083 92.4914058811422
1767 2.5RP 3.0 8 117.75267313505198 44.473487238759255 97.86091035425544
1768 2.5RP 3.0 10 126.90648677503277 32.43860303434317 103.46672185893183
1769 2.5RP 3.0 12 135.5213432187685 11.684360620488913 108.84237096460124
1779 5RP 3.0 2 89.73933029301307 65.41642367193796 78.76541839954719
1780 5RP 3.0 4 102.11045750862645 58.8417860155165 81.88060809387446
1781 5RP 3.0 6 112.56759994910624 51.51353341717643 84.97289384787501
1782 5RP 3.0 8 122.83610342722017 41.742082567999766 88.55218967048465
1783 5RP 3.0 10 132.37910944612656 28.13521791894165 92.25980124288685
1784 5RP 3.0 12 141.38220387873412 0.43211943634752514 96.00923581532538
1792 7.5RP 3.0 2 91.03842174014645 65.16221886093525 76.22604625095933
1793 7.5RP 3.0 4 104.06809182093792 58.40621210206614 77.00886712745272
1794 7.5RP 3.0 6 115.2492165250738 50.644716597949106 78.12470645274415
1795 7.5RP 3.0 8 126.35406222630847 39.92952125427863 79.71115506745305
1796 7.5RP 3.0 10 136.20492477109428 25.087119159536797 81.39047849501705
1803 10RP 3.0 2 91.99175917420996 65.05297593095003 73.57745606175413
1804 10RP 3.0 4 105.53219299322974 58.213756954482335 71.93427894697558
1805 10RP 3.0 6 117.23266690274824 50.22720920053041 70.74082908270289
1806 10RP 3.0 8 129.00941136540212 38.8553856504117 69.90016691741125
1807 10RP 3.0 10 139.70440702472652 21.767923964507947 69.4745942336235
1813 2.5R 3.0 2 92.65722722702203 65.02606440852398 71.19252083096222
1814 2.5R 3.0 4 106.63347106177075 58.11265297033359 67.37075411014378
1815 2.5R 3.0 6 118.34633878057225 50.25934845896946 64.07800546546034
1816 2.5R 3.0 8 130.39346317423795 38.81625449106027 60.762234095605855
1817 2.5R 3.0 10 141.41600542010957 21.198833425123 58.19371067559414
1823 5R 3.0 2 92.9934249600444 65.11594315517164 68.99209701453003
1824 5R 3.0 4 107.35493017357675 58.21240958772589 62.643468548697165
1825 5R 3.0 6 118.82420785954714 50.747980829879445 56.97398928519828
1826 5R 3.0 8 130.5774546931262 40.0345878391073 50.97927728022236
1827 5R 3.0 10 141.74227055216812 23.354484893983525 45.766116983843105
1833 7.5R 3.0 2 93.0846660437684 65.29053024584171 66.95373624492174
1834 7.5R 3.0 4 107.18201071203868 58.764625296704004 58.387618492849455
1835 7.5R 3.0 6 118.68558091829624 51.55127392335266 50.48638220307215
1836 7.5R 3.0 8 129.93535584797348 41.83203115446581 41.78332487429892
1837 7.5R 3.0 10 140.50421595376034 27.820605327697976 32.85937352258511
1843 10R 3.0 2 92.78677709170182 65.6438133359916 64.79887846468833
1844 10R 3.0 4 106.4708903242134 59.56588373824884 54.47318441084495
1845 10R 3.0 6 117.85068278461752 52.78630413019132 44.08387350119276
1846 10R 3.0 8 128.5642441265009 44.121977463551076 32.465796445016636
1847 10R 3.0 10 138.21914044371746 32.857328414012116 19.458969210298307
1848 10R 3.0 12 147.85219178127159 12.210389988353047 0.10018701175841521
1853 2.5YR 3.0 2 91.99672734807595 66.21876612824632 62.48257729829764
1854 2.5YR 3.0 4 104.56057001297772 61.08402824469356 49.63479403604993
1855 2.5YR 3.0 6 115.22207171618551 55.37613413264028 35.14151181128446
1856 2.5YR 3.0 8 123.82866017853482 49.472087908818196 17.39445005065499
1861 5YR 3.0 2 90.62457023727184 67.02427556901735 60.165517855529025
1862 5YR 3.0 4 101.88684796062101 62.870973281677394 45.25302379999921
1863 5YR 3.0 6 111.21811995357896 58.4889355784231 27.40580598945868
1864 5YR 3.0 8 118.22143011717884 54.46504658941738 0.6659345622178566
1867 7.5YR 3.0 2 89.12439291268521 67.81013869430807 58.34236047637962
1868 7.5YR 3.0 4 99.04820780110842 64.59590063684435 41.072041802320854
1869 7.5YR 3.0 6 106.64027982709699 61.54397052816654 20.11985636694743
1872 10YR 3.0 2 86.78241957987018 68.88909560809316 56.64881684943133
1873 10YR 3.0 4 95.34160842823472 66.56648191795254 37.40595104473115
1874 10YR 3.0 6 101.79593747228274 64.39588935190962 11.719331428562095
1877 2.5Y 3.0 2 84.07671996901963 70.00706325955477 55.50880383871555
1878 2.5Y 3.0 4 91.16963627640214 68.54232720655317 34.32691111237431
1879 2.5Y 3.0 6 96.59222651785213 67.08462145419888 3.152397690960085
1882 5Y 3.0 2 81.38674150990518 71.00509162177836 55.0910286491287
1883 5Y 3.0 4 87.03088534981754 70.27807851336873 32.5679916733774
1886 7.5Y 3.0 2 79.00305326972345 71.81605663140837 55.113046426385104
1887 7.5Y 3.0 4 82.72932820040602 71.88808652445948 31.823304747115525
1890 10Y 4.0 2 102.03741982954912 97.38248660234939 78.22720410245434
1891 10Y 4.0 4 104.15731701905293 98.33613898341693 52.19244388242187
1892 10Y 4.0 6 105.49510017072025 98.91701009440072 22.347152348033532
1896 2.5GY 4.0 2 98.47956185188008 98.29262276715647 80.51797768222238
1897 2.5GY 4.0 4 97.75276587193436 100.12192864832781 55.41742087024404
1898 2.5GY 4.0 6 96.69678300416898 101.43246648160842 28.080326801196218
1902 5GY 4.0 2 95.91182982235134 98.88729787856553 82.45651118884233
1903 5GY 4.0 4 91.68951715023415 101.53954981544287 60.231404662455915
1904 5GY 4.0 6 87.2558036323074 103.6575738697959 36.44926149609203
1909 7.5GY 4.0 2 91.53093408827644 99.75527483325867 86.61389141730879
1910 7.5GY 4.0 4 82.57147017925303 103.27453909270585 68.68350531807914
1911 7.5GY 4.0 6 73.0815477188333 106.2279835267434 49.470267043539074
1912 7.5GY 4.0 8 62.38213303767501 108.80473865081578 24.56536526938186
1918 10GY 4.0 2 88.95358325333642 100.1938422990031 89.36326497691384
1919 10GY 4.0 4 76.19382015605372 104.18890952322536 75.67941255113132
1920 10GY 4.0 6 60.90433890520142 107.76874073000536 60.82437712783061
1921 10GY 4.0 8 41.685152927257384 110.78565634788836 45.42030899806514
1932 2.5G 4.0 2 85.71403955746597 100.66286217860639 93.18499142563456
1933 2.5G 4.0 4 68.27630008858313 105.05219313754277 84.49048608134522
1934 2.5G 4.0 6 43.40335707969268 109.11062331616627 75.67083905201576
1947 5G 4.0 2 84.07969812859282 100.83678869767493 95.55245517825426
1948 5G 4.0 4 63.65428098080044 105.4424048130847 89.43168681228792
1949 5G 4.0 6 33.493914315266274 109.42558841292501 84.03401618859688
1962 7.5G 4.0 2 82.9610925401073 100.91234106027339 97.52643373933027
1963 7.5G 4.0 4 60.45155929048366 105.60364305060696 93.49634673746039
1964 7.5G 4.0 6 22.78329913424266 109.65364716863814 90.316798408266
1977 10G 4.0 2 81.79691057688761 100.99641716368448 99.42919156249341
1978 10G 4.0 4 57.36878735650297 105.69837558436808 97.56961807329617
1979 10G 4.0 6 10.251872171162969 109.68843503307022 96.27266975759551
1992 2.5BG 4.0 2 80.90992174294313 100.96493479379211 101.76167121195125
1993 2.5BG 4.0 4 54.3714165085749 105.67378066585329 102.2826504589372
2006 5BG 4.0 2 80.06662426166451 100.89444784792181 104.28303107696033
2007 5BG 4.0 4 52.16554591969557 105.42873487032699 107.6506879763554
2019 7.5BG 4.0 2 79.5367659824384 100.75701225253204 106.68254650908888
2020 7.5BG 4.0 4 51.35052135279148 105.04097431790284 112.27602623290068
2031 10BG 4.0 2 79.67245931760287 100.48692326976276 108.86409225138686
2032 10BG 4.0 4 51.19263896294115 104.53296369708173 116.9578415586618
2042 2.5B 4.0 2 80.47351582854289 100.08750375705804 110.79496056295102
2043 2.5B 4.0 4 53.117674163890825 103.78354169366963 121.1136121157023
2052 5B 4.0 2 81.70592041758735 99.61722036035539 112.39706163631878
2053 5B 4.0 4 57.36662658066488 102.78284941814722 124.28365536260594
2054 5B 4.0 6 6.98979876578565 105.38654175516129 135.84725403367324
2061 7.5B 4.0 2 83.91075985877318 98.92421044213408 113.80440717219601
2062 7.5B 4.0 4 63.421900006679 101.48404352942146 126.83872742272267
2063 7.5B 4.0 6 32.711749690062 103.52362443161218 139.4350644656232
2070 10B 4.0 2 86.53380273484143 98.1466887027682 114.82480321464655
2071 10B 4.0 4 69.86534375317751 100.09860595291977 128.43875043233103
2072 10B 4.0 6 47.41565777836304 101.73856505791629 141.39006099162913
2080 2.5PB 4.0 2 89.6284493154208 97.23501723155242 115.63728391542085
2081 2.5PB 4.0 4 77.23667787738323 98.39679105813826 129.675586324249
2082 2.5PB 4.0 6 61.902827279479745 99.35397114651201 143.1767173870354
2083 2.5PB 4.0 8 35.38697758883563 100.35151574407345 157.58442266314256
2092 5PB 4.0 2 92.99084504049574 96.20722727593426 116.39661057880458
2093 5PB 4.0 4 84.93733281274224 96.4906207400392 130.18020591633424
2094 5PB 4.0 6 74.17752497163116 96.86979914522061 143.95323389371916
2095 5PB 4.0 8 59.05159377177608 97.18845419863422 158.46760341768433
2096 5PB 4.0 10 38.010152593520665 97.3691378732343 171.78583502992566
2112 7.5PB 4.0 2 96.60167195528956 95.11582954518443 116.62858514727868
2113 7.5PB 4.0 4 93.33729162794752 94.17987549856404 130.24305008424443
2114 7.5PB 4.0 6 89.3105218596795 93.16859762820232 143.6482367341074
2115 7.5PB 4.0 8 84.90804436364185 91.84303752529202 157.3503473108642
2116 7.5PB 4.0 10 79.72886250499207 90.3775875727339 170.74373219857068
2117 7.5PB 4.0 12 74.36507642827141 88.64349106190771 183.61158215871447
2118 7.5PB 4.0 14 69.9008087571596 86.29755343806788 196.28985877266845
2119 7.5PB 4.0 16 66.4661398200297 82.99840894578044 209.7265265724925
2120 7.5PB 4.0 18 64.00351227798267 78.99224394147485 222.84423331899947
2121 7.5PB 4.0 20 62.30736313395395 73.50130470454641 237.34984181883996
2122 7.5PB 4.0 22 62.64184680492969 68.69959987124189 247.33028472502184
2132 10PB 4.0 2 100.1400115727862 94.02778902911385 116.50897526496145
2133 10PB 4.0 4 100.57956639761518 92.08131022100547 129.17374076851644
2134 10PB 4.0 6 100.97493554393644 89.83537735839704 141.9211625395894
2135 10PB 4.0 8 101.5180342268824 87.30352675392722 154.1502721668298
2136 10PB 4.0 10 102.03110265362365 84.43815191862657 166.32049801712773
2137 10PB 4.0 12 103.2210882550519 80.95285900919565 178.28707952753237
2138 10PB 4.0 14 104.5696484564166 76.97306287571845 190.03278126214693
2139 10PB 4.0 16 107.59237402820092 71.9743018378764 200.7718579136236
2140 10PB 4.0 18 110.14528580147449 66.38498002661792 211.62288144660147
2141 10PB 4.0 20 113.67495699548678 58.56163329974851 223.62736301788667
2142 10PB 4.0 22 116.63703735422735 51.355581988973185 232.32430969493882
2143 10PB 4.0 24 120.08933660979368 40.84435899357598 242.2474852044204
2144 10PB 4.0 26 124.47910015280375 21.50557188045995 253.5081846980425
2152 2.5P 4.0 2 103.02259773919128 93.18410053928605 115.72413002049213
2153 2.5P 4.0 4 106.34166579099823 90.33036086659294 127.56807138929857
2154 2.5P 4.0 6 109.445614934378 87.35464787222752 138.41350213259528
2155 2.5P 4.0 8 113.17364408821126 83.75033173348277 149.19865283167303
2156 2.5P 4.0 10 117.18357611411918 79.6072097920539 159.6508069779407
2157 2.5P 4.0 12 121.5970639261359 74.57317777009082 170.409048951574
2158 2.5P 4.0 14 125.8670906255678 69.0540032822819 180.41007870551724
2159 2.5P 4.0 16 130.65335685381189 62.155626113074874 190.5218731905881
2160 2.5P 4.0 18 135.63353110764493 53.55095200871039 200.6391510221729
2161 2.5P 4.0 20 140.697992820236 42.01953534480444 211.07289815656182
2162 2.5P 4.0 22 144.89016721972814 28.833757983855815 219.10523572102832
2172 5P 4.0 2 105.80511785832202 92.41906949513015 114.27435386900561
2173 5P 4.0 4 111.19536849754108 88.91714793643331 124.86950717525572
2174 5P 4.0 6 116.24537765500982 85.23644186080689 134.54095692751645
2175 5P 4.0 8 121.50335301754926 80.99519679249232 144.04325121434513
2176 5P 4.0 10 127.24237633572022 75.84613420323964 153.67042267542817
2177 5P 4.0 12 132.82326496396192 70.0663331098625 162.87020686805243
2178 5P 4.0 14 138.82091742215988 62.84864594963706 172.262273618223
2179 5P 4.0 16 145.220058470368 53.365155149595324 182.08936682551757
2180 5P 4.0 18 150.8145560413066 42.429144638133494 190.79017968214825
2181 5P 4.0 20 156.900034901414 24.455653495859448 200.00153297622882
2192 7.5P 4.0 2 108.52773387439858 91.72699603693052 112.10101297381564
2193 7.5P 4.0 4 116.09135409082296 87.5235035733749 120.97160854113288
2194 7.5P 4.0 6 123.2677356227573 82.93347949991394 129.31813081000385
2195 7.5P 4.0 8 130.28610639917179 77.71272230328873 137.6200990812251
2196 7.5P 4.0 10 137.10391998820774 71.78760758449744 145.70187452927996
2197 7.5P 4.0 12 143.90901632233886 64.74479719636172 153.84893677670271
2198 7.5P 4.0 14 151.20864970528362 55.455678009180986 162.46948824066646
2199 7.5P 4.0 16 158.52702391299925 43.18740315640573 170.8997057146824
2200 7.5P 4.0 18 165.47887713103614 24.67269666226718 179.33867172524705
2212 10P 4.0 2 110.71674093087793 91.22932450599309 109.63809025046086
2213 10P 4.0 4 120.30632023532337 86.31097551180156 116.8222085530535
2214 10P 4.0 6 129.11799150981946 80.92369511660823 123.81817352537955
2215 10P 4.0 8 137.50508827663117 74.82708263471498 130.70343568492385
2216 10P 4.0 10 145.37534390340912 67.96431870218741 137.36799417992117
2217 10P 4.0 12 153.40620157506893 59.397187963925404 144.20013881357897
2218 10P 4.0 14 161.3652565643704 48.369837014785716 151.21050751547506
2219 10P 4.0 16 168.80901883549404 33.734282842916755 157.6837839692665
2231 2.5RP 4.0 2 112.60253228043612 90.842039260794 106.97130883495491
2232 2.5RP 4.0 4 123.67084494627694 85.47742408227197 111.89478105421408
2233 2.5RP 4.0 6 134.4037442258899 79.14675272701294 117.06232979737585
2234 2.5RP 4.0 8 144.30503112694151 72.01888649971323 122.05880261790212
2235 2.5RP 4.0 10 153.08064558808343 64.23460531977172 126.80088722374747
2236 2.5RP 4.0 12 162.34291529858146 53.77895106992604 131.9819020411615
2237 2.5RP 4.0 14 170.90109882379005 40.472363857657044 136.93102580180422
2238 2.5RP 4.0 16 179.31210370126453 17.838859231107747 141.9763132897072
2248 5RP 4.0 2 114.55200424951141 90.45922641397097 103.82648083342777
2249 5RP 4.0 4 127.06127699014093 84.65105412747019 106.0492060013103
2250 5RP 4.0 6 139.23824001440812 77.64194385048212 108.48367981093087
2251 5RP 4.0 8 150.3916885726936 69.58484945259612 111.14003608518334
2252 5RP 4.0 10 159.44968241284204 61.369397106378436 113.63298758121287
2253 5RP 4.0 12 169.98671115476282 48.77405269249644 116.74210266246497
2254 5RP 4.0 14 179.26469588194544 32.04948125467525 119.73699140423459
2263 7.5RP 4.0 2 115.8140465450108 90.26076141042086 101.21818350235132
2264 7.5RP 4.0 4 129.24324143055628 84.21260261383667 101.05479385374792
2265 7.5RP 4.0 6 141.95916541381808 77.02327869545891 101.14354667019033
2266 7.5RP 4.0 8 153.7966344427987 68.52060467279304 101.68276455997928
2267 7.5RP 4.0 10 163.861226373989 59.259354544705964 102.44791644237414
2268 7.5RP 4.0 12 174.45084722462437 46.049964903385465 103.64231171716607
2269 7.5RP 4.0 14 184.486506853529 25.861818566877645 104.88069195141317
2276 10RP 4.0 2 116.53177747826476 90.21983881799969 99.03471821738356
2277 10RP 4.0 4 130.91722717659627 83.88878884508804 96.75397933793862
2278 10RP 4.0 6 143.7429046166982 76.75040409990136 94.74194262684519
2279 10RP 4.0 8 156.15173411037486 67.93728455299848 93.03281880619637
2280 10RP 4.0 10 166.7788611921073 58.15060616968582 91.72507305579525
2281 10RP 4.0 12 178.15116947939242 43.56164561908014 90.62858836381596
2282 10RP 4.0 14 188.52190613124242 20.11588727372479 90.0201117776922
2288 2.5R 4.0 2 117.1659906292391 90.19685003585465 96.91838695305657
2289 2.5R 4.0 4 131.9079652597751 83.87367672050975 92.4955726447748
2290 2.5R 4.0 6 145.13340221026158 76.63803093368645 88.41604639035941
2291 2.5R 4.0 8 157.59695105511224 67.91064671523216 84.55959675736383
2292 2.5R 4.0 10 168.72743694773575 57.727867480718984 81.19563357001647
2293 2.5R 4.0 12 179.64645537666394 43.84725442064508 77.98013582850837
2294 2.5R 4.0 14 190.79903201180835 18.271761320097372 75.06776184823958
2300 5R 4.0 2 117.73256601919175 90.2195476316238 94.56155121834949
2301 5R 4.0 4 133.09391239131003 83.81245877196946 87.40840991576736
2302 5R 4.0 6 146.09426709267265 76.87887124318299 80.7380197189304
2303 5R 4.0 8 158.58357063985193 68.36761292051442 73.92251320231722
2304 5R 4.0 10 169.51753297975827 58.67749841834921 67.67722728184935
2305 5R 4.0 12 179.99249461452973 46.03959895563453 61.397717049739654
2306 5R 4.0 14 191.0464019531771 23.735297289951763 55.01218619992549
2312 7.5R 4.0 2 117.96603559577596 90.296229093982 92.92423197625203
2313 7.5R 4.0 4 133.52945317310946 83.97763778988185 83.58808426275473
2314 7.5R 4.0 6 146.44258250591062 77.27547696742874 74.60411765036996
2315 7.5R 4.0 8 158.67001142297292 69.21051238651152 64.963011751819
2316 7.5R 4.0 10 169.19927581784938 60.255322764379706 55.953871518317925
2317 7.5R 4.0 12 179.25795611947382 48.859039470184975 46.52044233503238
2318 7.5R 4.0 14 189.23129776865994 31.84752252845107 36.0194271992549
2324 10R 4.0 2 118.15150934516095 90.48330007551111 90.35549820098115
2325 10R 4.0 4 133.45553998125854 84.52376677281788 78.31718229752107
2326 10R 4.0 6 145.62144493486275 78.529558648406 66.55539897024495
2327 10R 4.0 8 157.0207637514297 71.47114305202908 53.73135616676961
2328 10R 4.0 10 167.1720853519572 63.528439292149 39.912523532345645
2329 10R 4.0 12 175.98419365432193 54.81907793942005 21.817725108866643
2336 2.5YR 4.0 2 117.83457853590087 90.91101081056536 87.3350240682111
2337 2.5YR 4.0 4 132.15647089366476 85.6660019080953 72.92665245435285
2338 2.5YR 4.0 6 143.2616480000474 80.60643328913197 58.54513190441866
2339 2.5YR 4.0 8 153.18332170741053 75.08082798652215 42.02749043796118
2340 2.5YR 4.0 10 161.1842384833665 69.78759002708432 20.042890425511025
2345 5YR 4.0 2 116.87714487153154 91.56574396267139 84.49541759880549
2346 5YR 4.0 4 130.04579580050196 87.15652121055712 67.34294177875628
2347 5YR 4.0 6 139.72202837112073 83.18117503430452 50.54375086010525
2348 5YR 4.0 8 147.7744833775462 79.23978766392068 31.037987945511038
2352 7.5YR 4.0 2 115.65933410513999 92.24314730686243 82.33872959459893
2353 7.5YR 4.0 4 127.48701172653408 88.71697179401518 62.501650085118825
2354 7.5YR 4.0 6 135.76718840564152 85.69961521143065 43.503297813915644
2355 7.5YR 4.0 8 142.0643022915273 83.07469969338435 18.761535522795022
2359 10YR 4.0 2 113.32823869908171 93.37144808990215 79.64551725635097
2360 10YR 4.0 4 123.52981851425838 90.77549526710955 58.109420015502955
2361 10YR 4.0 6 130.52579207731773 88.62698678925537 36.46886381175548
2362 10YR 4.0 8 135.57563297461022 86.87066188677149 2.91019019211604
2365 2.5Y 4.0 2 110.60210897561183 94.50553835055129 78.07826969083742
2366 2.5Y 4.0 4 118.88914623397686 92.91025916214636 54.75803882703506
2367 2.5Y 4.0 6 124.47975347322189 91.59303524904357 30.382775282284033
2371 5Y 4.0 2 107.65699150209903 95.60300131722504 77.32235069023692
2372 5Y 4.0 4 114.05944063189499 94.9082255152193 52.37002611793875
2373 5Y 4.0 6 118.49844181053044 94.20832733946182 25.310054584826037
2377 7.5Y 4.0 2 104.99979445383048 96.499202588166 77.30695445581469
2378 7.5Y 4.0 4 109.21088524464032 96.69666147692647 51.396066730221925
2379 7.5Y 4.0 6 112.07936002602928 96.6842446972862 22.397391970551524
2383 10Y 5.0 2 128.55751400671724 122.90814677293858 103.7890311057901
2384 10Y 5.0 4 130.85882956979285 124.02428652595738 76.97622005623715
2385 10Y 5.0 6 132.53315433017036 124.80019069640383 47.04593249014349
2390 2.5GY 5.0 2 124.99604903683054 123.85610352864742 105.58216829823843
2391 2.5GY 5.0 4 124.36574559845972 125.7816296646037 80.90012881390207
2392 2.5GY 5.0 6 123.4691746475064 127.35681811169776 52.6889360049596
2393 2.5GY 5.0 8 122.5351424301107 128.503267502687 11.018201143974474
2397 5GY 5.0 2 122.08153255232357 124.54248990274255 107.66925184343512
